auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,shortName,longName,firstTradeDateEpochUtc,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,Ticker,All Time High,52 Week High,Breakout Level,Today's High,Today's Open,Current Market Price,Stop Loss,Stop Loss Points,Stop Loss Hit,Entry Price,Exit Price,Trailing Exit,Profit,Trailing Profit
8.0,4.0,5.0,9.0,5.0,86400,2.0,1205.8,1212.0,1196.8,1215.0,1205.8,1212.0,1196.8,1215.0,3.0,0.1583,0.478,31.85552,,1347489.0,1347489.0,1687507.0,1331706.0,1331706.0,,,1213563797504.0,567.75,1215.0,6.208313,1101.188,880.3265,1230680883200.0,0.19744,249234097.0,1006230016.0,0.75132006,0.14441,,197.066,6.1200314,1711843200.0,1743379200.0,1711843200.0,2.986,38364999680.0,37.86,,,,6.296,23.409,,,,,ZYDUS LIFESCIENCES,Zydus Lifesciences Limited,956807100,19800000,1206.05,,,,,,none,,13575999488.0,13.492,52572000256.0,8218999808.0,195473997824.0,3.719,193.17,2.99,0.186,0.67291,0.26895002,0.25659,ZYDUSLIFE.NS,1210.0,1215.0,1210.0,1215.0,1212.0,1206.050048828125,1209.0,3.0,Yes,1212.0,1209.0,1210.0,-3.0,-2.0
,,,,,86400,2.0,276.52,278.1,278.0,285.0,276.52,278.1,278.0,285.0,0.3,0.0509,1.258,47.49915,,187815.0,187815.0,372562.0,388980.0,388980.0,,,23702784000.0,111.85,285.0,3.3418872,225.6672,169.02805,25867194368.0,0.070250005,23275829.0,84652000.0,0.72388,0.02132,,63.32,4.418351,1711843200.0,1743379200.0,1711843200.0,3.922,498260000.0,5.89,,10:1,1450310400.0,3.647,22.181,,,,,SMS PHARMACEUTICAL,SMS Pharmaceuticals Limited,1172634300,19800000,279.77,,,,,2.0,buy,,362024992.0,4.274,1166195968.0,2807705088.0,7092634112.0,52.35,83.843,3.95,0.645,0.29827,0.16442,0.10456,SMSPHARMA.NS,282.79998779296875,285.0,282.79998779296875,285.0,278.1000061035156,279.7699890136719,278.97198791503905,3.827999877929699,No,282.79998779296875,279.7699890136719,280.0,-3.029998779296875,-2.79998779296875
,,,,,86400,2.0,245.82,248.0,240.0,260.0,245.82,248.0,240.0,260.0,0.5,0.0598,2.431,29.82536,,1495828.0,1495828.0,1329809.0,1215250.0,1215250.0,,,30090600448.0,102.42,260.0,2.1759524,177.8418,142.07906,29696446464.0,0.067880005,50781952.0,120681000.0,0.55283,0.0018600001,,41.035,6.0762763,1711843200.0,1743379200.0,1711843200.0,-0.324,938694976.0,8.36,,,,2.147,20.325,,,,,REFEX INDUSTRIES L,Refex Industries Limited,1259811900,19800000,249.34,,,,,,none,,330791008.0,2.916,1461096960.0,2145620992.0,13828703232.0,46.173,123.747,-0.344,-0.457,0.13958,0.10566,0.10836001,REFEX.NS,255.0,260.0,255.0,260.0,248.0,249.33999633789062,251.45,3.5500000000000114,Yes,255.0,251.45,255.0,-3.5500000000000114,0.0
,,,,,86400,2.0,238.33,242.95,236.66,257.0,238.33,242.95,236.66,257.0,,,0.233,34.641666,,88655.0,88655.0,37100.0,194167.0,194167.0,,,4504924160.0,116.0,257.0,0.7725934,192.702,173.3915,7084693504.0,0.0223,3982469.0,18048700.0,0.76868,,,71.615,3.48279,1711843200.0,1743379200.0,1711843200.0,-0.161,130033000.0,7.2,,,,1.215,14.599,,,,,Manomay Tex India Ltd,Manomay Tex India Limited,1674013500,19800000,249.42,,,,,,none,,207187008.0,11.502,485292992.0,2998868992.0,5830912000.0,232.473,322.861,-0.307,0.098,0.35952,0.083229996,0.06183,MANOMAY.NS,255.4600067138672,257.0,255.4600067138672,257.0,242.9499969482422,249.4199981689453,251.90540664672852,3.554600067138665,Yes,255.4600067138672,251.90540664672852,252.0,-3.554600067138665,-3.4600067138671875
,,,,,86400,2.0,530.65,532.0,522.75,567.9,530.65,532.0,522.75,567.9,,,,31.534988,,314133.0,314133.0,202937.0,199437.0,199437.0,,,28034770944.0,260.0,567.9,2.0311782,464.394,369.292,25627586560.0,0.05924,728119.0,50146000.0,0.85660005,0.00113,,185.624,3.0103867,1711843200.0,1743379200.0,1711843200.0,-0.072,817620992.0,17.72,,,,1.857,16.645,,,,,Abans Holdings Limited,Abans Holdings Limited,1671767100,19800000,558.8,,,,,,none,,11094093824.0,221.236,1539655040.0,9293558784.0,13802220544.0,91.775,275.241,-0.097,-0.559,0.16832,0.111549996,0.15435,AHL.NS,562.4500122070312,567.9,562.4500122070312,567.9000244140625,532.0,558.7999877929688,555.8255120849609,6.624500122070344,No,562.4500122070312,558.7999877929688,562.9000244140625,-3.6500244140625,0.45001220703125
,,,,,86400,2.0,258.44,260.4,257.31,275.8,258.44,260.4,257.31,275.8,,,,27.534931,,755071.0,755071.0,206945.0,158722.0,158722.0,,,10373886976.0,171.35,275.8,1.5537097,238.8578,230.97542,6875438592.0,0.04621,8403187.0,39186100.0,0.76949,0.03,,121.786,2.1682293,1711843200.0,1743379200.0,1711843200.0,0.29,308560000.0,9.59,,,,1.03,15.174,,,,,J.G.CHEMICALS LTD,,1710301500,19800000,264.06,,,,,,none,,1787680000.0,54.648,453100000.0,137760000.0,6676850176.0,3.397,207.732,0.252,0.009,0.17681,0.06786,0.08712,JGCHEM.NS,274.5,275.8,274.5,275.79998779296875,260.3999938964844,264.05999755859375,270.755,3.7450000000000045,Yes,274.5,270.755,270.79998779296875,-3.7450000000000045,-3.70001220703125
,,,,,86400,2.0,270.94,272.5,264.55,278.85,270.94,272.5,264.55,278.85,7.5,1.2387,0.694,29.922384,,7857727.0,7857727.0,9079369.0,14218759.0,14218759.0,,,263116341248.0,132.4,278.85,5.153122,218.3012,189.14005,256930217984.0,0.17193002,482602702.0,989121984.0,0.51193,0.21361,,21.45,12.401399,1703980800.0,1735603200.0,1711843200.0,0.068,8778699776.0,8.89,,2:1,1513814400.0,5.032,21.437,,,,,CASTROL INDIA,Castrol India Limited,1029123900,19800000,266.01,,,,,,none,,11832099840.0,11.962,11985174528.0,769500032.0,51059601408.0,3.627,51.626,0.068,0.024,0.47533,0.23472999,0.20376,CASTROLIND.NS,277.69000244140625,278.85,277.69000244140625,278.8500061035156,272.5,266.010009765625,273.91310241699216,3.77690002441409,Yes,277.69000244140625,273.91310241699216,273.8500061035156,-3.77690002441409,-3.839996337890625
,,,,,86400,2.0,275.17,279.45,271.81,289.35,275.17,279.45,271.81,289.35,,,,,,1340539.0,1340539.0,1057235.0,1690830.0,1690830.0,,,15594277888.0,166.75,289.35,5.8981657,216.418,207.40582,10031903744.0,0.16539,12066963.0,,0.73182,0.045739997,,73.593,3.8579757,1711843200.0,1743379200.0,1711843200.0,0.062,437289984.0,,,,,3.794,16.419,,,,,PLATINUM INDUSTRIE,Platinum Industries Limited,1709610300,19800000,283.92,,,,,,none,,2557230080.0,56.833,611009984.0,113130000.0,2643919872.0,3.322,63.787,-0.052,0.333,0.38705003,0.23110001,0.17849001,PLATIND.NS,288.2300109863281,289.35,288.2300109863281,289.3500061035156,279.45001220703125,283.9200134277344,284.3477108764648,3.8823001098633085,Yes,288.2300109863281,284.3477108764648,284.3500061035156,-3.8823001098633085,-3.8800048828125
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ALLETEC.NS,0P0001Q78M,263600",,1671594300,19800000,,,,,,,,,,,,,,,,,,,,,ALLETEC.NS,362.0,0.0,362.0,370.0,351.0,348.75,357.38,4.6200000000000045,Yes,362.0,357.38,365.0,-4.6200000000000045,3.0
,,,,,86400,2.0,503.4,508.45,507.0,532.25,503.4,508.45,507.0,532.25,1.0,0.1261,0.59,64.125786,37.875183,4118129.0,4118129.0,1705796.0,1744404.0,1744404.0,,,384877592576.0,308.5,532.25,5.5836654,473.025,424.133,394525573120.0,0.08688,471879041.0,754958016.0,0.35236,0.47687998,,101.501,5.0226107,1711843200.0,1743379200.0,1711843200.0,0.348,5988800000.0,7.95,13.46,,,5.724,33.353,,,,,FORTIS HLTH (INDIA,Fortis Healthcare Limited,1178682300,19800000,509.8,595.0,485.0,527.85,522.0,1.8,buy,13.0,6002954240.0,7.951,11828637696.0,11550172160.0,68929200128.0,13.499,91.302,0.345,0.087,0.36407003,0.17161,0.15619999,FORTIS.NS,514.7000122070312,532.25,514.7000122070312,532.25,508.45001220703125,509.79998779296875,508.5530120849609,6.147000122070324,No,514.7000122070312,509.79998779296875,527.25,-4.9000244140625,12.54998779296875
,,,,,86400,2.0,2254.4,2300.0,2240.0,2381.0,2254.4,2300.0,2240.0,2381.0,1.0,0.023599999,-0.97,48.020702,,294212.0,294212.0,94354.0,77942.0,77942.0,,,46143217664.0,1203.0,2381.0,5.752098,2119.688,1736.7648,47129477120.0,0.10718001,7598545.0,20296100.0,0.57608,0.14395,,200.136,11.358776,1711843200.0,1743379200.0,1711843200.0,0.865,859790016.0,47.34,,,,5.875,32.211,,,,,Venus Pipes & Tubes Ltd,Venus Pipes and Tubes Limited,1653363900,19800000,2273.3,,,,,,none,,107580000.0,5.302,1463160064.0,1493200000.0,8021980160.0,36.77,395.226,0.797,0.27,0.28285,0.18239,0.18382,VENUSPIPES.NS,2296.0,2381.0,2296.0,2381.0,2300.0,2273.300048828125,2295.0,5.0,Yes,2300.0,2295.0,2376.0,-5.0,76.0
,,,,,86400,2.0,1323.8,1334.7,1312.0,1349.0,1323.8,1334.7,1312.0,1349.0,5.0,0.1228,0.539,17.263615,32.339474,631784.0,631784.0,982349.0,1400404.0,1400404.0,,,239094546432.0,724.2,1349.0,5.7935634,1146.425,953.2667,222411063296.0,0.3364,80377634.0,179110000.0,0.51418,0.16233,,326.671,4.0856094,1711843200.0,1743379200.0,1711843200.0,0.401,13882999808.0,77.31,41.27,5:1,1448496000.0,5.389,11.834,,,,,NATCO PHARMA LTD,NATCO Pharma Limited,820467900,19800000,1334.65,1310.0,813.0,1048.43,1042.5,2.7,hold,14.0,18492000256.0,103.207,18794999808.0,3712000000.0,41268998144.0,6.342,229.903,0.427,0.188,0.82636,0.45543,0.41355,NATCOPHARM.NS,1339.800048828125,1349.0,1339.800048828125,1349.0,1334.699951171875,1334.6500244140625,1333.699951171875,6.10009765625,No,1339.800048828125,1334.6500244140625,1344.0,-5.1500244140625,4.199951171875
,,,,,86400,2.0,1584.3,1590.0,1575.0,1600.25,1584.3,1590.0,1575.0,1600.25,2.0,0.1102,1.018,86.77827,25.834967,36279.0,36279.0,82375.0,62601.0,62601.0,,,40036929536.0,811.15,1600.25,3.565408,1312.096,1074.546,37598437376.0,0.03613,12465758.0,25307800.0,0.42936,0.27766,,470.625,3.359575,1711843200.0,1743379200.0,1711843200.0,0.404,405716992.0,18.22,61.2,,,3.348,27.273,,,,,GANESHA ECOSPHERE,Ganesha Ecosphere Limited,1425872700,19800000,1581.1,1540.0,1540.0,1540.0,1540.0,,none,1.0,1807587968.0,80.856,1378612992.0,3987902976.0,11229270016.0,37.904,502.348,0.368,0.013,0.28461,0.122770004,0.115389995,GANECOS.NS,1594.449951171875,1600.25,1594.449951171875,1600.25,1590.0,1581.0999755859375,1589.0,5.449951171875,Yes,1594.449951171875,1589.0,1595.25,-5.449951171875,0.800048828125
,,,,,86400,2.0,422.8,426.0,419.25,463.0,422.8,426.0,419.25,463.0,1.0,,1.002,46.035984,,2792095.0,2792095.0,435467.0,758230.0,758230.0,,,30790141952.0,295.05,463.0,2.3427427,354.578,348.1705,33721747456.0,0.0508,54118573.0,72687296.0,0.63405997,0.026080001,,53.202,7.934852,1711843200.0,1743379200.0,1711843200.0,,667694016.0,9.17,,,,2.566,25.705,,,,,EVEREADY INDUSTRIE,Eveready Industries India Limited,1025495100,19800000,422.15,,,,,,none,,75756000.0,1.042,1311889024.0,3065329920.0,13142775808.0,79.266,180.813,,-0.018,0.42678002,0.09982,0.064050004,EVEREADY.NS,458.21427179543997,463.0,458.21427179543997,463.0,426.0,422.1499938964844,452.63212907748556,5.582142717954412,Yes,458.21427179543997,452.63212907748556,458.0,-5.582142717954412,-0.21427179543997
,,,,,86400,2.0,609.05,610.0,610.0,626.9,609.05,610.0,610.0,626.9,8.5,0.5809,0.524,55.209637,,427216.0,427216.0,407607.0,665926.0,665926.0,,,79115231232.0,280.15,626.9,30.09645,468.595,428.51926,76720349184.0,0.54638,42701841.0,127832000.0,0.66774005,0.11256,,13.977,44.27989,1711843200.0,1743379200.0,1719705600.0,0.607,1436283008.0,11.21,,,,29.185,42.643,,,,,TIPS INDUSTRIES,Tips Industries Limited,1025495100,19800000,618.9,,,,,,none,,1547926016.0,12.053,1799128704.0,50062000.0,2628722944.0,2.789,20.481,0.611,0.405,0.95413,0.68441004,0.72814006,TIPSINDLTD.NS,624.9000244140625,626.9,624.9000244140625,626.9000244140625,610.0,618.9000244140625,617.6510241699219,7.249000244140575,No,624.9000244140625,618.9000244140625,621.9000244140625,-6.0,-3.0
,,,,,86400,2.0,435.35,457.1,440.1,457.1,435.35,457.1,440.1,457.1,,,0.189,55.07946,,374776.0,374776.0,675843.0,350845.0,350845.0,,,75804581888.0,176.65,457.1,1.2067757,309.7688,269.8782,78045937664.0,0.02192,32138255.0,168075008.0,0.78258,0.04659,,28.622,15.741387,1711843200.0,1743379200.0,1711843200.0,0.771,1376700032.0,8.18,,,,1.242,18.312,,,,,BLACK BOX LIMITED,Black Box Limited,1025495100,19800000,450.55,,,,,,none,,2226500096.0,13.251,4262000128.0,7122500096.0,62815801344.0,148.102,374.148,0.765,-0.12,0.13551,0.06785,0.0647,BBOX.NS,435.3500061035156,457.1,435.3500061035156,457.1000061035156,457.1000061035156,450.54998779296875,434.3500061035156,22.75,No,457.1000061035156,450.54998779296875,452.1000061035156,-6.550018310546875,-5.0
4.0,2.0,8.0,1.0,3.0,86400,2.0,1500.05,1504.75,1501.0,1600.0,1500.05,1504.75,1501.0,1600.0,13.0,0.1666,0.373,30.882353,24.471722,4685147.0,4685147.0,2030170.0,1561900.0,1561900.0,,,1271895949312.0,1132.0,1600.0,4.9982886,1497.887,1383.2574,1160824225792.0,0.16197,551092609.0,807553024.0,0.32836,0.36924,,330.784,4.7614155,1711843200.0,1743379200.0,1711843200.0,0.786,41215500288.0,51.0,64.36,5:2,1145836800.0,4.562,18.452,,,,,CIPLA LTD,Cipla Limited,820467900,19800000,1575.0,1780.0,1015.0,1463.09,1512.5,2.4,buy,32.0,56819798016.0,70.377,62910500864.0,5594100224.0,254466293760.0,2.087,315.185,0.786,0.097,0.65341,0.24723,0.16893,CIPLA.NS,1582.0,1600.0,1582.0,1600.0,1504.75,1575.0,1565.18,16.819999999999936,No,1582.0,1575.0,1595.0,-7.0,13.0
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ENSER.NS,0P0001SKZU,42000",,1711079100,19800000,,,,,,,,,,,,,,,,,,,,,ENSER.NS,216.75,0.0,216.75,223.89999389648438,223.89999389648438,209.89999389648438,215.75,8.149993896484375,Yes,223.89999389648438,215.75,218.89999389648438,-8.149993896484375,-5.0
4.0,10.0,10.0,7.0,10.0,86400,2.0,2797.55,2824.95,2808.5,2877.75,2797.55,2824.95,2808.5,2877.75,10.0,0.117,0.558,33.430923,36.687744,701213.0,701213.0,1000189.0,1208894.0,1208894.0,,,1928977186816.0,1751.0873,2877.75,1.4727436,2571.368,2246.2046,3570351472640.0,0.042940002,376107555.0,656358016.0,0.49308997,0.24072,,1306.73,2.1758895,1711843200.0,1743379200.0,1711843200.0,0.001,56244899840.0,85.05,77.5,5:1,1475712000.0,2.726,13.368,,,,,GRASIM INDUSTRIES,Grasim Industries Limited,1025495100,19800000,2843.3,3000.0,2365.0,2727.75,2762.5,2.1,buy,8.0,221220503552.0,326.078,267087200256.0,1390772748288.0,1309784801280.0,100.1,1986.179,-0.008,0.127,0.58447,0.20392,0.17417,GRASIM.NS,2852.949951171875,2877.75,2852.949951171875,2877.75,2824.949951171875,2843.300048828125,2823.949951171875,29.0,No,2852.949951171875,2843.300048828125,2872.75,-9.64990234375,19.800048828125
,,,,,86400,2.0,2449.3,2449.5,2438.75,2528.8,2449.3,2449.5,2438.75,2528.8,8.0,0.22540002,0.404,70.628,,1328160.0,1328160.0,1048036.0,613998.0,613998.0,,,1191590887424.0,1317.0,2528.8,3.0374458,2366.001,2074.4824,1405524901888.0,0.04299,228136832.0,475087008.0,0.50609,0.31013,,142.785,17.564869,1711843200.0,1743379200.0,1711843200.0,0.151,16863699968.0,35.51,,2:1,1283904000.0,3.583,26.715,,,,,TVS MOTOR CO,TVS Motor Company Limited,965187900,19800000,2508.0,,,,,,none,,25439000576.0,53.546,52612800512.0,260057006080.0,392300298240.0,346.23,825.744,0.153,0.224,0.3728,0.13411,0.116280004,TVSMOTOR.NS,2519.0,2528.8,2519.0,2528.800048828125,2449.5,2508.0,2492.81,26.190000000000055,No,2519.0,2508.0,2523.800048828125,-11.0,4.800048828125
,,,,,86400,2.0,1069.95,1073.95,1057.65,1098.65,1069.95,1073.95,1057.65,1098.65,,,0.36,37.30021,25.992737,161413.0,161413.0,213197.0,349624.0,349624.0,,,146076516352.0,766.15,1098.65,7.335755,989.465,910.4028,165617205248.0,0.19685,46198709.0,136075008.0,0.72373,0.17996,,190.236,5.642991,1711843200.0,1743379200.0,1711843200.0,0.085,3919830016.0,28.78,41.3,,,8.317,24.542,,,,,ERIS LIFESCIENCES,Eris Lifesciences Limited,1498794300,19800000,1073.5,1270.0,930.0,1080.7,1075.0,1.5,strong_buy,10.0,14006320128.0,103.031,6748299776.0,27812689920.0,19912949760.0,86.32,146.407,0.087,0.38,0.80915,0.33889,0.17273001,ERIS.NS,1090.0,1098.65,1090.0,1098.6500244140625,1073.949951171875,1073.5,1078.1,11.900000000000091,Yes,1090.0,1078.1,1093.6500244140625,-11.900000000000091,3.6500244140625
,,,,,86400,2.0,1671.95,1700.1,1660.0,1722.0,1671.95,1700.1,1660.0,1722.0,6.0,0.2383,0.688,66.85347,36.937637,211198.0,211198.0,370471.0,180127.0,180127.0,,,196320215040.0,432.0,1722.0,13.067273,1400.569,927.11127,167148666880.0,0.17869,39743704.0,116300000.0,0.57004,0.27708998,,201.006,8.398008,1711843200.0,1743379200.0,1711843200.0,0.275,2710270976.0,25.25,45.7,2:1,1473206400.0,11.126,79.995,,,,,TECHNO ELECTRIC &,Techno Electric & Engineering Company Limited,1175485500,19800000,1688.05,1766.0,715.0,1341.5,1442.5,1.3,strong_buy,4.0,12785192960.0,118.8,2089480960.0,,15023808512.0,,139.602,0.274,0.405,0.22591999,0.13908,0.11923,TECHNOE.NS,1684.449951171875,1722.0,1684.449951171875,1722.0,1700.0999755859375,1688.050048828125,1683.449951171875,16.6500244140625,No,1700.0999755859375,1688.050048828125,1717.0,-12.0499267578125,16.9000244140625
6.0,7.0,9.0,1.0,8.0,86400,2.0,1424.6,1423.0,1420.1,1454.2,1424.6,1423.0,1420.1,1454.2,2.5,0.27719998,0.914,,33.86064,703533.0,703533.0,928905.0,875474.0,875474.0,1438.4,,405899214848.0,722.1,1454.2,3.4360104,1245.237,980.7618,397740179456.0,-0.12712,138159103.0,282188000.0,0.50966,0.24745001,,278.093,5.172371,1711843200.0,1743379200.0,1711843200.0,,-18989959168.0,-67.24,42.48,2:1,1189382400.0,3.367,31.967,,,,,GLENMARK PHARM,Glenmark Pharmaceuticals Limited,1025495100,19800000,1438.4,795.0,540.0,646.77,627.5,2.5,buy,22.0,16594560000.0,58.803,12442349568.0,12309300224.0,118130966528.0,15.686,418.663,,-0.092,0.6264,0.10533,0.11525,GLENMARK.NS,1451.0,1454.2,1451.0,1454.199951171875,1423.0,1438.4000244140625,1435.49,15.509999999999991,No,1451.0,1438.4000244140625,1449.199951171875,-12.5999755859375,-1.800048828125
,,,,,86400,2.0,1174.75,1191.0,1141.15,1210.0,1174.75,1191.0,1141.15,1210.0,7.5,0.1342,0.565,20.565094,,582206.0,582206.0,246118.0,793248.0,793248.0,,,35655749632.0,605.0,1210.0,1.0824552,894.715,823.746,48484188160.0,0.05252,10327359.0,30961500.0,0.66539,0.01084,,662.293,1.7363915,1711843200.0,1743379200.0,1711843200.0,0.767,1729900032.0,55.92,,,,1.472,12.05,,,,,INDIA GLYCOL,India Glycols Limited,1029123900,19800000,1150.0,,,,,,none,,1378300032.0,44.507,4023600128.0,13482300416.0,32939700224.0,65.735,1063.842,0.788,0.495,0.24794,0.122150004,0.0848,INDIAGLYCO.NS,1205.949951171875,1210.0,1205.949951171875,1210.0,1191.0,1150.0,1192.8904516601563,13.059499511718741,Yes,1205.949951171875,1192.8904516601563,1205.0,-13.059499511718741,-0.949951171875
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WOMANCART.NS,0P0001RQEO,4800",,1698378300,19800000,,,,,,,,,,,,,,,,,,,,,WOMANCART.NS,289.79998779296875,0.0,289.79998779296875,304.20001220703125,304.20001220703125,289.75,288.79998779296875,15.4000244140625,No,304.20001220703125,289.75,299.20001220703125,-14.45001220703125,-5.0
,,,,,86400,2.0,1577.25,1577.7,1567.95,1620.0,1577.25,1577.7,1567.95,1620.0,2.0,0.0212,0.726,33.564896,,108959.0,108959.0,111869.0,171231.0,171231.0,,,40120725504.0,607.0,1620.0,5.5013313,1245.609,1078.7703,42013802496.0,0.16414,5877752.0,25425000.0,0.73494005,0.079380006,,358.476,4.400713,1711843200.0,1743379200.0,1711843200.0,,1197059968.0,47.0,,,,5.761,17.281,,,,,SEAMEC LTD,Seamec Limited,1025495100,19800000,1577.55,,,,,,none,,1365187968.0,53.695,2431154944.0,3267513088.0,7292912128.0,35.812,286.84,,0.879,0.41588002,0.33336,0.2331,SEAMECLTD.NS,1610.0,1620.0,1610.0,1620.0,1577.699951171875,1577.550048828125,1592.9,17.09999999999991,Yes,1610.0,1592.9,1615.0,-17.09999999999991,5.0
,,,,,86400,2.0,2099.9,2110.4,2044.55,2170.35,2099.9,2110.4,2044.55,2170.35,75.0,0.7147,1.319,29.779064,25.804832,34620.0,34620.0,25695.0,24332.0,24332.0,,,35674656768.0,1078.8,2170.35,6.542129,1935.752,1700.5365,34230974464.0,0.2178,4498828.0,17105800.0,0.73475,0.01852,,271.106,7.681313,1711843200.0,1743379200.0,1711843200.0,-0.107,1187682048.0,69.93,80.7,,,6.277,20.912,,,,,MPS LTD,MPS Limited,1025495100,19800000,2082.45,,,,,3.0,hold,,1430231040.0,84.326,1636930944.0,45413000.0,5453065216.0,0.988,321.431,-0.092,0.172,0.54221,0.30019,0.24982001,MPSLTD.NS,2162.0,2170.35,2162.0,2170.35009765625,2110.39990234375,2082.449951171875,2139.38,22.61999999999989,Yes,2162.0,2139.38,2165.35009765625,-22.61999999999989,3.35009765625
,,,,,86400,2.0,845.05,887.3,845.05,887.3,845.05,887.3,845.05,887.3,,,0.787,3.4597785,,45660.0,45660.0,10538.0,13121.0,13121.0,,,10983019520.0,81.5,887.3,0.25712323,751.388,498.0945,27844935680.0,0.07429,3061662.0,12742800.0,0.70327,,,-613.153,,1711843200.0,1743379200.0,1711843200.0,1.503,3173299968.0,249.12,,,,0.652,6.638,,,,,ELECTROTHERM (INDI,Electrotherm (India) Limited,1187581500,19800000,861.9,,,,,,none,,623900032.0,48.974,4194899968.0,17703399424.0,42715000832.0,,3352.804,1.503,0.178,0.3039,0.09821,0.09847,ELECTHERM.NS,845.0499877929688,887.3,845.0499877929688,887.2999877929688,887.2999877929688,861.9000244140625,844.0499877929688,43.25,No,887.2999877929688,861.9000244140625,882.2999877929688,-25.39996337890625,-5.0
,,,,,86400,2.0,2435.75,2453.0,2389.0,2508.0,2435.75,2453.0,2389.0,2508.0,4.0,0.0733,0.511,44.16789,,35080.0,35080.0,49410.0,46579.0,46579.0,,,28989894656.0,1205.0,2552.0,5.621794,2227.248,1789.313,29160435712.0,0.12948,5021512.0,12030000.0,,0.03306,,291.214,8.275015,1711843200.0,1743379200.0,1711843200.0,0.172,667692032.0,54.56,,,,5.655,29.5,,,,,Jash Engineering Limited,Jash Engineering Limited,1507779900,19800000,2409.8,,,,,,none,,1015990016.0,84.243,988499968.0,800755008.0,5156698112.0,22.8,427.555,0.164,0.286,0.59095,0.19169001,0.2321,JASH.NS,2494.0,2552.0,2494.0,2508.0,2453.0,2409.800048828125,2468.06,25.940000000000055,Yes,2494.0,2468.06,2503.0,-25.940000000000055,9.0
,,,,,86400,2.0,2335.75,2399.0,2271.0,2442.5,2335.75,2399.0,2271.0,2442.5,2.0,0.028499998,-0.192,65.656395,,20632.0,20632.0,26607.0,29292.0,29292.0,,,30518609920.0,247.0,2442.5,1.7484323,1554.002,1170.6372,33109489664.0,0.02319,2720375.0,13237200.0,0.74317,,,185.27,12.417553,1711843200.0,1743379200.0,1711843200.0,1.239,404811008.0,35.04,,,,1.897,42.861,,,,,Sky Gold Limited,Sky Gold Limited,1672976700,19800000,2300.6,,,,,,none,,767582016.0,58.255,772494016.0,3100571904.0,17454841856.0,127.012,1516.909,0.82,0.902,0.059959996,0.044260003,0.04514,SKYGOLD.NS,2364.39990234375,2442.5,2364.39990234375,2442.5,2399.0,2300.60009765625,2363.39990234375,35.60009765625,Yes,2399.0,2363.39990234375,2437.5,-35.60009765625,38.5
